sl_pct,tp_pct,trailing_sl_trigger_pct,trailing_sl_pct,win_rate,sharpe_ratio,max_drawdown,total_trades,avg_profit
0.01,0.06,0.005,0.001,0.6008166868999006,-5.7438333176111565,-99.96444767578656,9061,-0.0012280677554977958
0.01,0.06,0.005,0.0015,0.5973480662983426,-5.804661045702857,-99.96493950282719,9050,-0.0012380354339442908
0.01,0.06,0.005,0.002,0.5890107455411543,-5.939076613766934,-99.96874778442246,9027,-0.0012901343679496415
0.01,0.06,0.005,0.0025,0.5740658362989324,-6.017789278005801,-99.97019379395498,8992,-0.0013524238444091302
0.01,0.06,0.005,0.003,0.5519284516489659,-6.39269660548018,-99.97614449640523,8945,-0.001486336071721713
0.01,0.06,0.005,0.0035,0.5229813664596273,-6.5002704831228195,-99.97828588448326,8855,-0.0016794054853771147
0.01,0.06,0.005,0.004,0.4892374627891001,-6.875120504628221,-99.98702603792486,8734,-0.001939752203297382
0.01,0.06,0.005,0.0045000000000000005,0.45586696127456683,-7.304675878640404,-99.9919929595386,8599,-0.0021817581478868215
0.01,0.06,0.006,0.0005,0.5514480809983517,-6.430127508371616,-99.97975005132545,8494,-0.001398148653746862
0.01,0.06,0.006,0.001,0.5505829702037451,-6.444136173702555,-99.98016886249036,8491,-0.0014007064164298245
0.01,0.06,0.006,0.0015,0.5490219184539241,-6.4161328579876615,-99.97973445367568,8486,-0.00140824549364771
0.01,0.06,0.006,0.002,0.5442008486562943,-6.484035813082416,-99.98149905655991,8484,-0.001461142156220965
0.01,0.06,0.006,0.0025,0.5360349716446124,-6.590775611021208,-99.9828922898247,8464,-0.0015456556033125915
0.01,0.06,0.006,0.003,0.5230586840545347,-6.8406736552383425,-99.9865304144011,8435,-0.0017181977837965707
0.01,0.06,0.006,0.0035,0.507227332457293,-6.9214622243737525,-99.98701353797777,8371,-0.0019061263740373152
0.01,0.06,0.006,0.004,0.485024154589372,-7.155892058165925,-99.99160597977631,8280,-0.002126207109853843
0.01,0.06,0.006,0.0045000000000000005,0.4587099926704129,-7.445093495078028,-99.9934928397597,8186,-0.002362447878700048
0.01,0.06,0.007,0.0005,0.501183800623053,-6.75235361002602,-99.9890547389429,8025,-0.0016763699938994066
0.01,0.06,0.007,0.001,0.501183800623053,-6.71903284623587,-99.98871619572911,8025,-0.0016714283700349469
0.01,0.06,0.007,0.0015,0.499126746506986,-6.76297662001178,-99.9889532780714,8016,-0.0016988419185419601
0.01,0.06,0.007,0.002,0.4959440908523649,-6.823351464924886,-99.98962154865143,8013,-0.0017548676632404988
0.01,0.06,0.007,0.0025,0.49088183862103424,-7.0384628909182565,-99.9908617443636,8006,-0.001877999810298013
0.01,0.06,0.007,0.003,0.48221888304532934,-7.330601563841235,-99.99254853866837,7986,-0.002042204210057268
0.01,0.06,0.007,0.0035,0.4759324596774194,-7.332143817112151,-99.99222281173793,7936,-0.0021895313653119367
0.01,0.06,0.007,0.004,0.4645308924485126,-7.666117707461824,-99.99439354725577,7866,-0.0023687303660609492
0.01,0.06,0.007,0.0045000000000000005,0.4501475683305531,-7.974758348785642,-99.99604474550776,7793,-0.0026040770575755916
0.01,0.06,0.008,0.0005,0.4617708880714661,-7.181121127898273,-99.99235087304174,7612,-0.0019479576184611024
0.01,0.06,0.008,0.001,0.4616395165528113,-7.128035245017277,-99.99245022657377,7612,-0.0019523401928200272
0.01,0.06,0.008,0.0015,0.4608204049434657,-7.138247705654982,-99.99249137436314,7606,-0.001970948632791606
0.01,0.06,0.008,0.002,0.4583004472507235,-7.1889444751028355,-99.99260637359977,7602,-0.0020287352743895435
0.01,0.06,0.008,0.0025,0.4546772068511199,-7.477548062041507,-99.99437801264256,7590,-0.0021678910393991726
0.01,0.06,0.008,0.003,0.4501582278481013,-7.819311983190303,-99.99567618385153,7584,-0.0023176977794940063
0.01,0.06,0.008,0.0035,0.44652335456475584,-7.786465979265929,-99.99550351796704,7536,-0.0024535683468422382
0.01,0.06,0.008,0.004,0.4378003203416978,-8.20761774358472,-99.9969972164752,7492,-0.0026633212134285025
0.01,0.06,0.008,0.0045000000000000005,0.42899448108762955,-8.323551350369156,-99.99772222158711,7429,-0.002861463434870239
0.01,0.06,0.009000000000000001,0.0005,0.42961231784437726,-7.328903243285253,-99.99363625873237,7274,-0.002204656270216119
0.01,0.06,0.009000000000000001,0.001,0.4289249381358262,-7.353867647822628,-99.99392140235668,7274,-0.002221429609602517
0.01,0.06,0.009000000000000001,0.0015,0.4280803080308031,-7.335056754512016,-99.99354673704029,7272,-0.002251277870112766
